entity_id,ingredient_name,molecule_pubchem_id,molecule_name,taste_descriptor
333,Zingiber,996,phenol,burning taste@when in very weak solution it has a sweetish taste.
333,Zingiber,784,hydrogen peroxide,slightly acid@bitter
333,Zingiber,11142,Beta-Phellandrene,burning taste
333,Zingiber,8091,Methyl octanoate,oily
333,Zingiber,8091,Methyl octanoate,somewhat orange taste
333,Zingiber,638014,Beta-Ionone,woody
333,Zingiber,638014,Beta-Ionone,berry
333,Zingiber,638014,Beta-Ionone,floral
333,Zingiber,638014,Beta-Ionone,green and fruity
333,Zingiber,247,betaine,sweet
333,Zingiber,8175,Decanal,fatty
333,Zingiber,8175,Decanal,citrus-like odor@sharp
333,Zingiber,8175,Decanal,orange flavor
333,Zingiber,2758,Eucalyptol,eucalyptus
333,Zingiber,2758,Eucalyptol,bitter-sweet flavor@pungent
333,Zingiber,2758,Eucalyptol,cooling
333,Zingiber,2758,Eucalyptol,spicy taste
333,Zingiber,10282,Piperitol,fresh pungent taste
333,Zingiber,6561,Isobutyraldehyde,fruity taste
333,Zingiber,637511,cinnamaldehyde,burning taste@sweet taste
333,Zingiber,8815,Estragole,sweet taste reminiscent of anise (differing from anethole)
333,Zingiber,9862,6-Methyl-5-Hepten-2-One,fruity taste
333,Zingiber,6986,2-Isopropyl-5-methylcyclohexanone,bitter
333,Zingiber,8051,2-Heptanone,pear-like flavor
333,Zingiber,6054,2-Phenylethanol,initially slightly bitter taste then sweet & reminiscent of peach@sharp burning taste
333,Zingiber,11230,Terpinen-4-ol,herbal pepper flavoring
333,Zingiber,439263,(+)-Neomenthol,peppermint taste /dl-menthol/@cooling taste /dl-menthol/
333,Zingiber,1110,succinic acid,very acid taste@tart taste@pure aq soln are slightly bitter & taste build up is slow
333,Zingiber,454,Octanal,characteristic pungent
333,Zingiber,454,Octanal,fatty flavor
333,Zingiber,768,hydrogen cyanide,bitter
333,Zingiber,768,hydrogen cyanide,burning taste
333,Zingiber,2345,Benzyl Benzoate,sharp burning taste
333,Zingiber,379,octanoic acid,slightly sour taste@slightly unpleasant rancid taste
333,Zingiber,159055,D-Camphor,pungent aromatic taste
333,Zingiber,637563,trans-Anethole,sweet taste
333,Zingiber,31260,3-Methyl-1-butanol,pungent
333,Zingiber,31260,3-Methyl-1-butanol,repulsive taste
333,Zingiber,445639,oleic acid,peculiar lard-like taste
333,Zingiber,8857,Ethyl Acetate,pleasant taste when diluted@bittersweet
333,Zingiber,8857,Ethyl Acetate,wine-like burning taste.@ethyl acetate ... contributes a fruity flavor to beer.
333,Zingiber,643779,Neral,taste threshold values: detection: 28 to 120 ppb@alpha-citral
333,Zingiber,643779,Neral,32 to 460 ppb@beta-citral
333,Zingiber,643779,Neral,30 to 460 ppb.@characteristic bittersweet
333,Zingiber,7362,2-Furaldehyde,distinct caramel taste
333,Zingiber,1031,1-propanol,characteristic ripe
333,Zingiber,1031,1-propanol,fruity flavor@taste detection: 7.50x10+3 ppm
333,Zingiber,1031,1-propanol,purity of sample not specified@burning taste
333,Zingiber,440917,D-Limonene,fresh
333,Zingiber,440917,D-Limonene,citrus taste
333,Zingiber,6050,Tributyrin,bitter taste
333,Zingiber,31253,Myrcene,sweet
333,Zingiber,31253,Myrcene,citrus
333,Zingiber,8130,Heptanal,fatty taste
333,Zingiber,180,acetone,pungent
333,Zingiber,180,acetone,sweetish
333,Zingiber,31276,Isoamyl Acetate,bittersweet taste reminiscent of pear ... taste characteristics at 30 ppm: sweet fruity
333,Zingiber,31276,Isoamyl Acetate,banana-like with a green ripe nuance.@slight apple taste
333,Zingiber,650,"2,3-butanedione",taste characteristics at 50 ppm: sweet
333,Zingiber,650,"2,3-butanedione",buttery
333,Zingiber,650,"2,3-butanedione",creamy and milky@threshold taste detection in milk (gas chromatically pure): 1.40x10-2 ppm and 2.90x10-2 ppm@in skim milk: 1.00x10-1 ppm@threshold taste detection in water (gas chromatically pure): 5.40x10-3 ppm@in water: 1.00x10-8% (volume/volume or wg/wg).
333,Zingiber,61503,D-Lactic acid,mild acid taste and does not overpower weaker aromatic flavors@taste is acrid
333,Zingiber,31211,Vanillylacetone,sharp taste similar to ginger@sweet
333,Zingiber,31211,Vanillylacetone,spicy taste
333,Zingiber,1548943,Capsaicin,burning taste detectable in 1 part in 100
333,Zingiber,1548943,Capsaicin,000
333,Zingiber,6549,Linalool,taste characteristics at 30 ppm: floral
333,Zingiber,6549,Linalool,woody
333,Zingiber,6549,Linalool,sweet with a green
333,Zingiber,6549,Linalool,spicy tropical nuance@flavor characteristics: light
333,Zingiber,6549,Linalool,floral@spicy
333,Zingiber,6549,Linalool,citrus taste
333,Zingiber,643820,nerol,bitter flavor@fresh
333,Zingiber,643820,nerol,citrus
333,Zingiber,643820,nerol,floral
333,Zingiber,643820,nerol,green
333,Zingiber,643820,nerol,sweet
333,Zingiber,643820,nerol,lemon/lime and waxy with a spicy depth
333,Zingiber,10364,Carvacrol,excellent smoke taste
333,Zingiber,10364,Carvacrol,@ 1-5 ppm
333,Zingiber,11552,3-Methylbutanal,at very low levels the flavor is warm
333,Zingiber,11552,3-Methylbutanal,herbaceous
333,Zingiber,11552,3-Methylbutanal,slightly fruit
333,Zingiber,11552,3-Methylbutanal,and nut-like
333,Zingiber,445070,farnesol,weak citrus-lime taste
